Charstic_Name,Result_Value,Result_UOM_1,Rslt_Det_Cond1,Sample_Frac1,Analyical_Method,Method_Det_Limit,Result_Status,Comments_Txt,Lab_Accession,SubmittedTo_SEQ,Sample_Depth,Sample_Depth_UOM,Instream_Locaction,Sample_Type,Activity_Type,Activity_Name,Field_Activity_Date,Field_Activity_Time,STA_SEQ,Station_Name,Station_Type,Project_Name,Trip_Name,Location,State_Name,Municipality_Name,ADB_SegmentID1,SubBasin,Station_Long,Station_Lat,Station_Type_1,Org_Name_1,textbox24
"Hardness, Ca, Mg",127,ppm,,,Hardness in Water by EDTA Titration,"0.700 ppm - Estimated Detection Level, 0.200 ppm - Method Detection Level (MDL)",,,190219-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,1:00:00 PM,15294,Norwalk River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,downstream Rte 33 behind Red Rooster Pub,Connecticut,WILTON,CT7300-00_02,7300 - Norwalk River - Norwalk - Southwest Coast - Norwalk River,-73.4321,41.1954,River/Stream,CESE,Total count:   480
Total suspended solids,4,ppm,,,Non-Filterable Residue - TSS,"5.000 ppm - Estimated Detection Level, 2.000 ppm - Method Detection Level (MDL)",,,190219-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,1:00:00 PM,15294,Norwalk River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,downstream Rte 33 behind Red Rooster Pub,Connecticut,WILTON,CT7300-00_02,7300 - Norwalk River - Norwalk - Southwest Coast - Norwalk River,-73.4321,41.1954,River/Stream,CESE,Total count:   480
Silica,8.789,ppm,,,Dissolved Silica by Colorimetry,"0.050 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190219-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,1:00:00 PM,15294,Norwalk River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,downstream Rte 33 behind Red Rooster Pub,Connecticut,WILTON,CT7300-00_02,7300 - Norwalk River - Norwalk - Southwest Coast - Norwalk River,-73.4321,41.1954,River/Stream,CESE,Total count:   480
Chloride,81.3,ppm,,,Inorganic Anions by Ion Chromatography,"2.500 ppm - Estimated Detection Level, 0.200 ppm - Method Detection Level (MDL)",,,190219-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,1:00:00 PM,15294,Norwalk River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,downstream Rte 33 behind Red Rooster Pub,Connecticut,WILTON,CT7300-00_02,7300 - Norwalk River - Norwalk - Southwest Coast - Norwalk River,-73.4321,41.1954,River/Stream,CESE,Total count:   480
Inorganic nitrogen (nitrate and nitrite),0.419,ppm,,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190219-011,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,2:00:00 PM,19955,NNT to Saugatuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,US of State HWY 53 (Redding Rd),Connecticut,REDDING,,7200 - Saugatuck River - Saugatuck - Southwest Coast - Saugatuck River,-73.399657,41.299709,River/Stream,CESE,Total count:   480
Nitrogen,0.463,ppm,,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.050 ppm - Estimated Detection Level, 0.008 ppm - Method Detection Level (MDL)",,,190219-011,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,2:00:00 PM,19955,NNT to Saugatuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,US of State HWY 53 (Redding Rd),Connecticut,REDDING,,7200 - Saugatuck River - Saugatuck - Southwest Coast - Saugatuck River,-73.399657,41.299709,River/Stream,CESE,Total count:   480
Total solids,254,ppm,,,Total Residue,"41.000 ppm - Estimated Detection Level, 14.000 ppm - Method Detection Level (MDL)",,,190219-011,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,2:00:00 PM,19955,NNT to Saugatuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,US of State HWY 53 (Redding Rd),Connecticut,REDDING,,7200 - Saugatuck River - Saugatuck - Southwest Coast - Saugatuck River,-73.399657,41.299709,River/Stream,CESE,Total count:   480
"Alkalinity, total",50,ppm,,,Alkalinity by Titration,"6.000 ppm - Estimated Detection Level, 2.000 ppm - Method Detection Level (MDL)",,,190219-011,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,2:00:00 PM,19955,NNT to Saugatuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,US of State HWY 53 (Redding Rd),Connecticut,REDDING,,7200 - Saugatuck River - Saugatuck - Southwest Coast - Saugatuck River,-73.399657,41.299709,River/Stream,CESE,Total count:   480
Magnesium,6910,ppb,,,Calcium - AA Spectrometry,"100.000 ppb - Estimated Detection Level, 25.000 ppb - Method Detection Level (MDL)",,,190219-011,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,2:00:00 PM,19955,NNT to Saugatuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,US of State HWY 53 (Redding Rd),Connecticut,REDDING,,7200 - Saugatuck River - Saugatuck - Southwest Coast - Saugatuck River,-73.399657,41.299709,River/Stream,CESE,Total count:   480
Nitrite,0.004,ppm,,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190219-012,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,2:45:00 PM,19956,Limekiln Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,Adjacent to Plumtrees Road,Connecticut,BETHEL,,6606 - Limekiln Brook - Still - Housatonic - Limekiln Brook,-73.390853,41.391945,River/Stream,CESE,Total count:   480
Orthophosphate,0.015,ppm,,,Phosphorus by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.001 ppm - Method Detection Level (MDL)",,,190219-012,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,2:45:00 PM,19956,Limekiln Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,Adjacent to Plumtrees Road,Connecticut,BETHEL,,6606 - Limekiln Brook - Still - Housatonic - Limekiln Brook,-73.390853,41.391945,River/Stream,CESE,Total count:   480
Ammonia-nitrogen,0.019,ppm,,,Ammonia Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190219-012,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,2:45:00 PM,19956,Limekiln Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,Adjacent to Plumtrees Road,Connecticut,BETHEL,,6606 - Limekiln Brook - Still - Housatonic - Limekiln Brook,-73.390853,41.391945,River/Stream,CESE,Total count:   480
Phosphorus,0.048,ppm,,,Total Phosphorus After Block Digestion,"0.010 ppm - Estimated Detection Level, 0.001 ppm - Method Detection Level (MDL)",,,190219-012,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,2:45:00 PM,19956,Limekiln Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,Adjacent to Plumtrees Road,Connecticut,BETHEL,,6606 - Limekiln Brook - Still - Housatonic - Limekiln Brook,-73.390853,41.391945,River/Stream,CESE,Total count:   480
Silica,10.443,ppm,,,Dissolved Silica by Colorimetry,"0.050 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190219-012,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,2:45:00 PM,19956,Limekiln Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,Adjacent to Plumtrees Road,Connecticut,BETHEL,,6606 - Limekiln Brook - Still - Housatonic - Limekiln Brook,-73.390853,41.391945,River/Stream,CESE,Total count:   480
"Alkalinity, total",103,ppm,,,Alkalinity by Titration,"6.000 ppm - Estimated Detection Level, 2.000 ppm - Method Detection Level (MDL)",,,190219-012,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,2:45:00 PM,19956,Limekiln Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,Adjacent to Plumtrees Road,Connecticut,BETHEL,,6606 - Limekiln Brook - Still - Housatonic - Limekiln Brook,-73.390853,41.391945,River/Stream,CESE,Total count:   480
Magnesium,12200,ppb,,,Calcium - AA Spectrometry,"100.000 ppb - Estimated Detection Level, 25.000 ppb - Method Detection Level (MDL)",,,190219-012,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,2:45:00 PM,19956,Limekiln Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,Adjacent to Plumtrees Road,Connecticut,BETHEL,,6606 - Limekiln Brook - Still - Housatonic - Limekiln Brook,-73.390853,41.391945,River/Stream,CESE,Total count:   480
"Hardness, Ca, Mg",137,ppm,,,Hardness in Water by EDTA Titration,"0.700 ppm - Estimated Detection Level, 0.200 ppm - Method Detection Level (MDL)",,,190219-012,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,2:45:00 PM,19956,Limekiln Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,Adjacent to Plumtrees Road,Connecticut,BETHEL,,6606 - Limekiln Brook - Still - Housatonic - Limekiln Brook,-73.390853,41.391945,River/Stream,CESE,Total count:   480
Chloride,43.6,ppm,,,Inorganic Anions by Ion Chromatography,"2.500 ppm - Estimated Detection Level, 0.200 ppm - Method Detection Level (MDL)",,,190219-012,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,2:45:00 PM,19956,Limekiln Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,Adjacent to Plumtrees Road,Connecticut,BETHEL,,6606 - Limekiln Brook - Still - Housatonic - Limekiln Brook,-73.390853,41.391945,River/Stream,CESE,Total count:   480
Turbidity,7.3,None,,,Turbidity by Nephelometry,"0.300 None - Estimated Detection Level, 0.100 None - Method Detection Level (MDL)",,,190219-012,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,2:45:00 PM,19956,Limekiln Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,Adjacent to Plumtrees Road,Connecticut,BETHEL,,6606 - Limekiln Brook - Still - Housatonic - Limekiln Brook,-73.390853,41.391945,River/Stream,CESE,Total count:   480
Nitrite,0.01,ppm,,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190219-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,1:00:00 PM,16788,KEELER BROOK,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,Above Flax Hill Rd,Connecticut,NORWALK,Needs,7401 - Fivemile River - Southwest Western Complex - Southwest Coast - Fivemile River,-73.4397,41.092,River/Stream,CESE,Total count:   480
Orthophosphate,0.022,ppm,,,Phosphorus by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.001 ppm - Method Detection Level (MDL)",,,190219-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,1:00:00 PM,16788,KEELER BROOK,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,Above Flax Hill Rd,Connecticut,NORWALK,Needs,7401 - Fivemile River - Southwest Western Complex - Southwest Coast - Fivemile River,-73.4397,41.092,River/Stream,CESE,Total count:   480
Inorganic nitrogen (nitrate and nitrite),0.768,ppm,,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190219-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,1:00:00 PM,16788,KEELER BROOK,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,Above Flax Hill Rd,Connecticut,NORWALK,Needs,7401 - Fivemile River - Southwest Western Complex - Southwest Coast - Fivemile River,-73.4397,41.092,River/Stream,CESE,Total count:   480
Nitrogen,0.926,ppm,,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.050 ppm - Estimated Detection Level, 0.008 ppm - Method Detection Level (MDL)",,,190219-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,1:00:00 PM,16788,KEELER BROOK,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,Above Flax Hill Rd,Connecticut,NORWALK,Needs,7401 - Fivemile River - Southwest Western Complex - Southwest Coast - Fivemile River,-73.4397,41.092,River/Stream,CESE,Total count:   480
Magnesium,10400,ppb,,,Calcium - AA Spectrometry,"100.000 ppb - Estimated Detection Level, 25.000 ppb - Method Detection Level (MDL)",,,190219-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,1:00:00 PM,16788,KEELER BROOK,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,Above Flax Hill Rd,Connecticut,NORWALK,Needs,7401 - Fivemile River - Southwest Western Complex - Southwest Coast - Fivemile River,-73.4397,41.092,River/Stream,CESE,Total count:   480
Total suspended solids,2,ppm,,,Non-Filterable Residue - TSS,"5.000 ppm - Estimated Detection Level, 2.000 ppm - Method Detection Level (MDL)",,,190219-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,1:00:00 PM,16788,KEELER BROOK,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,Above Flax Hill Rd,Connecticut,NORWALK,Needs,7401 - Fivemile River - Southwest Western Complex - Southwest Coast - Fivemile River,-73.4397,41.092,River/Stream,CESE,Total count:   480
Organic carbon,4.2,ppm,,,Total Organic Carbon by Combustion,"1.000 ppm - Estimated Detection Level, 0.500 ppm - Method Detection Level (MDL)",,,190219-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,1:00:00 PM,16788,KEELER BROOK,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,Above Flax Hill Rd,Connecticut,NORWALK,Needs,7401 - Fivemile River - Southwest Western Complex - Southwest Coast - Fivemile River,-73.4397,41.092,River/Stream,CESE,Total count:   480
Calcium,41300,ppb,,,Calcium - AA Spectrometry,"100.000 ppb - Estimated Detection Level, 25.000 ppb - Method Detection Level (MDL)",,,190219-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,1:00:00 PM,16788,KEELER BROOK,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,Above Flax Hill Rd,Connecticut,NORWALK,Needs,7401 - Fivemile River - Southwest Western Complex - Southwest Coast - Fivemile River,-73.4397,41.092,River/Stream,CESE,Total count:   480
Total solids,428,ppm,,,Total Residue,"41.000 ppm - Estimated Detection Level, 14.000 ppm - Method Detection Level (MDL)",,,190219-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,1:00:00 PM,16788,KEELER BROOK,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,Above Flax Hill Rd,Connecticut,NORWALK,Needs,7401 - Fivemile River - Southwest Western Complex - Southwest Coast - Fivemile River,-73.4397,41.092,River/Stream,CESE,Total count:   480
Phosphorus,0.077,ppm,,,Total Phosphorus After Block Digestion,"0.010 ppm - Estimated Detection Level, 0.001 ppm - Method Detection Level (MDL)",,,190219-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,1:00:00 PM,15294,Norwalk River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,downstream Rte 33 behind Red Rooster Pub,Connecticut,WILTON,CT7300-00_02,7300 - Norwalk River - Norwalk - Southwest Coast - Norwalk River,-73.4321,41.1954,River/Stream,CESE,Total count:   480
Turbidity,2.6,None,,,Turbidity by Nephelometry,"0.300 None - Estimated Detection Level, 0.100 None - Method Detection Level (MDL)",,,190219-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,1:00:00 PM,15294,Norwalk River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,downstream Rte 33 behind Red Rooster Pub,Connecticut,WILTON,CT7300-00_02,7300 - Norwalk River - Norwalk - Southwest Coast - Norwalk River,-73.4321,41.1954,River/Stream,CESE,Total count:   480
Organic carbon,3.3,ppm,,,Total Organic Carbon by Combustion,"1.000 ppm - Estimated Detection Level, 0.500 ppm - Method Detection Level (MDL)",,,190219-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,1:00:00 PM,15294,Norwalk River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,downstream Rte 33 behind Red Rooster Pub,Connecticut,WILTON,CT7300-00_02,7300 - Norwalk River - Norwalk - Southwest Coast - Norwalk River,-73.4321,41.1954,River/Stream,CESE,Total count:   480
Total solids,318,ppm,,,Total Residue,"41.000 ppm - Estimated Detection Level, 14.000 ppm - Method Detection Level (MDL)",,,190219-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,1:00:00 PM,15294,Norwalk River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,downstream Rte 33 behind Red Rooster Pub,Connecticut,WILTON,CT7300-00_02,7300 - Norwalk River - Norwalk - Southwest Coast - Norwalk River,-73.4321,41.1954,River/Stream,CESE,Total count:   480
Calcium,32600,ppb,,,Calcium - AA Spectrometry,"100.000 ppb - Estimated Detection Level, 25.000 ppb - Method Detection Level (MDL)",,,190219-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,1:00:00 PM,15294,Norwalk River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,downstream Rte 33 behind Red Rooster Pub,Connecticut,WILTON,CT7300-00_02,7300 - Norwalk River - Norwalk - Southwest Coast - Norwalk River,-73.4321,41.1954,River/Stream,CESE,Total count:   480
"Alkalinity, total",85,ppm,,,Alkalinity by Titration,"6.000 ppm - Estimated Detection Level, 2.000 ppm - Method Detection Level (MDL)",,,190219-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,1:00:00 PM,15294,Norwalk River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,downstream Rte 33 behind Red Rooster Pub,Connecticut,WILTON,CT7300-00_02,7300 - Norwalk River - Norwalk - Southwest Coast - Norwalk River,-73.4321,41.1954,River/Stream,CESE,Total count:   480
Orthophosphate,0.009,ppm,,,Phosphorus by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.001 ppm - Method Detection Level (MDL)",,,190219-011,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,2:00:00 PM,19955,NNT to Saugatuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,US of State HWY 53 (Redding Rd),Connecticut,REDDING,,7200 - Saugatuck River - Saugatuck - Southwest Coast - Saugatuck River,-73.399657,41.299709,River/Stream,CESE,Total count:   480
Ammonia-nitrogen,0.02,ppm,,,Ammonia Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190219-011,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,2:00:00 PM,19955,NNT to Saugatuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,US of State HWY 53 (Redding Rd),Connecticut,REDDING,,7200 - Saugatuck River - Saugatuck - Southwest Coast - Saugatuck River,-73.399657,41.299709,River/Stream,CESE,Total count:   480
Phosphorus,0.023,ppm,,,Total Phosphorus After Block Digestion,"0.010 ppm - Estimated Detection Level, 0.001 ppm - Method Detection Level (MDL)",,,190219-011,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,2:00:00 PM,19955,NNT to Saugatuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,US of State HWY 53 (Redding Rd),Connecticut,REDDING,,7200 - Saugatuck River - Saugatuck - Southwest Coast - Saugatuck River,-73.399657,41.299709,River/Stream,CESE,Total count:   480
Turbidity,1,None,,,Turbidity by Nephelometry,"0.300 None - Estimated Detection Level, 0.100 None - Method Detection Level (MDL)",,,190219-011,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/5/2019,2:00:00 PM,19955,NNT to Saugatuck River,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/05/19,US of State HWY 53 (Redding Rd),Connecticut,REDDING,,7200 - Saugatuck River - Saugatuck - Southwest Coast - Saugatuck River,-73.399657,41.299709,River/Stream,CESE,Total count:   480
